id,lightautoml_pseudo_oof
3092,0.02518222
3101,0.18190652
3123,0.8205172
3126,0.23172572
3146,0.04849255
3147,0.8363879
3168,0.74505866
3171,0.2814381
3190,0.05037205
3192,0.03426481
3195,0.032744255
3202,0.1355919
3217,0.13873087
3251,0.31020388
3263,0.18574469
3269,0.036458503
3295,0.3262587
3300,0.3269235
3321,0.8625273
3326,0.49374706
3331,0.18201531
3339,0.043457925
3356,0.11924558
3357,0.053073615
3363,0.09258635
3370,0.051826198
3422,0.062443957
3437,0.20489374
3438,0.122101955
3464,0.080761276
3485,0.01701676
3489,0.53656596
3494,0.05453574
3520,0.8876037
3527,0.4535252
3529,0.64784294
3543,0.6898411
3549,0.04764709
3552,0.14766976
3563,0.7826345
3567,0.74398476
3581,0.07755715
3599,0.83155626
3621,0.094296075
3644,0.41519162
3657,0.10975771
3661,0.12474052
3669,0.01778798
3709,0.014581837
3712,0.24607027
3721,0.8950834
3738,0.058987223
3756,0.0423598
3769,0.100572444
3811,0.40547842
3815,0.025403274
3818,0.37086487
3822,0.57421565
3827,0.0173709
3840,0.01718886
3845,0.742944
3854,0.30490103
3881,0.71210164
3918,0.091910034
3934,0.022624569
3937,0.08123483
3947,0.59629536
3960,0.2827472
3974,0.86066246
4000,0.8790285
4018,0.6394371
4022,0.64769906
4052,0.42615062
4053,0.18737435
4056,0.6507846
4072,0.19547628
4086,0.027089892
4089,0.5262686
4091,0.2576343
4109,0.72340816
4115,0.24158973
4127,0.31037012
4137,0.016676845
4141,0.85656786
4144,0.867759
4161,0.028914025
4168,0.8759334
4191,0.5785302
4211,0.01466768
4212,0.2313886
4231,0.17031248
4237,0.039879806
4246,0.2338897
4261,0.24717215
4268,0.6955105
4289,0.034861863
4303,0.09524428
4327,0.2679974
4329,0.51285297
4341,0.6764196
4346,0.045026474
4360,0.028035956
4363,0.8987218
4415,0.14523879
4447,0.7426366
4457,0.37755018
4458,0.8287778
4460,0.06497933
4464,0.104338706
4476,0.8788134
4481,0.0858059
4482,0.22234607
4502,0.07656416
4542,0.27810854
4545,0.04573057
4555,0.7982563
4556,0.01838105
4575,0.8868092
4605,0.87778586
4608,0.13397177
4614,0.031244975
4623,0.55030847
4631,0.60125816
4632,0.20844817
4634,0.21526183
4644,0.84029967
4679,0.72214925
4681,0.3477623
4683,0.045781728
4705,0.036470797
4730,0.90331995
4734,0.044082373
4755,0.22981593
4776,0.05269319
4795,0.069285825
4824,0.6769859
4870,0.10169929
4890,0.19544408
4924,0.85219306
4928,0.6981223
4945,0.20780832
4948,0.054745976
4962,0.585393
5000,0.07769598
5022,0.11313927
5023,0.025685005
5037,0.4823733
5050,0.29197064
5066,0.6544704
5069,0.64695466
5071,0.16086967
5073,0.84978426
5088,0.8653021
5175,0.1549153
5203,0.23574518
5230,0.08024409
5272,0.037099425
5317,0.03286173
5332,0.6137574
5351,0.85002553
5371,0.0854595
5384,0.9132445
5388,0.8949573
5394,0.46610448
5402,0.10502139
5417,0.049112685
5442,0.7233957
5456,0.7305513
5461,0.8211403
5466,0.03768765
5468,0.2999444
5471,0.7374624
5480,0.38889205
5513,0.71089107
5519,0.26155645
5530,0.048649944
5534,0.7180829
5544,0.13781416
5545,0.33706293
5553,0.24278179
5573,0.40163118
5596,0.2500959
5614,0.89967823
5628,0.040855695
5640,0.6264838
5677,0.050284922
5686,0.13560773
5690,0.025099318
5692,0.67564243
5695,0.08454244
5705,0.032089908
5709,0.36000317
5715,0.34829146
5718,0.8954536
5721,0.0717303
5729,0.1520235
5733,0.6333896
5737,0.026589397
5758,0.18314752
5785,0.029239513
5791,0.24152678
5796,0.019419331
5797,0.15570621
5802,0.080267325
5805,0.10251692
5806,0.22532567
5808,0.35653245
5809,0.23340958
5816,0.0881382
5817,0.08597529
5822,0.08328092
5859,0.47058868
5874,0.71869296
5895,0.5206905
5955,0.058299057
5964,0.85860384
5966,0.85454786
5980,0.030821854
5986,0.08628273
5993,0.8837681
6005,0.76473624
6007,0.03016134
6013,0.83634406
6025,0.23643702
6030,0.078952715
6054,0.5349143
6058,0.37242508
6064,0.045613013
6076,0.04471717
6096,0.5969678
6121,0.5570079
6127,0.023090536
6155,0.3866846
6179,0.8471387
6181,0.26187044
6186,0.14135224
6196,0.30182707
6200,0.3642305
6206,0.08195496
6231,0.074613914
6276,0.045776382
6287,0.3329803
6298,0.31675708
6307,0.46121567
6308,0.6965568
6333,0.14105788
6372,0.023719499
6381,0.3959871
6388,0.46496034
6389,0.20104548
6408,0.09089348
6415,0.88213813
6433,0.53334135
6440,0.86632675
6448,0.17670494
6471,0.04059256
6481,0.052001078
6485,0.7772209
6494,0.331887
6501,0.026317772
6505,0.88182926
6518,0.26051584
6535,0.7404345
6541,0.036542308
6549,0.6486154
6552,0.029817581
6575,0.8514787
6593,0.035081156
6627,0.1041272
6638,0.03449229
6645,0.034840822
6680,0.88228714
6688,0.12040703
6690,0.64196
6691,0.4610835
6706,0.028391302
6708,0.25332916
6722,0.30491647
6734,0.088827685
6737,0.03633624
6741,0.21784878
6752,0.58821714
6756,0.25488117
6773,0.87905866
6782,0.21586557
6784,0.6340095
6815,0.26143554
6845,0.10589793
6879,0.2693016
6897,0.5036931
6908,0.018699888
6909,0.8680576
6911,0.0155731
6941,0.70113826
6950,0.05342736
6967,0.045020483
6983,0.3901325
6985,0.07280038
7006,0.22108296
7012,0.3040272
7027,0.09338379
7029,0.12752108
7030,0.075193696
7043,0.13244371
7044,0.049086917
7061,0.09771703
7105,0.040463362
7108,0.8402313
7124,0.033405546
7149,0.031360194
7158,0.90512776
7172,0.03815174
7182,0.28740418
7188,0.27297214
7193,0.1450296
7200,0.092772305
7202,0.16059485
7206,0.041967254
7209,0.40713724
7211,0.51862717
7220,0.1571917
7244,0.8829603
7263,0.32677105
7310,0.18383177
7329,0.49084124
7372,0.83780324
7400,0.038926054
7446,0.4450131
7451,0.13975172
7470,0.41536054
7474,0.019950861
7513,0.031539187
7520,0.86817485
7525,0.032801546
7534,0.24305668
7542,0.8928927
7550,0.020301923
7576,0.5188825
7578,0.059915878
7584,0.28769138
7585,0.01679259
7596,0.4825855
7602,0.016505104
7649,0.03345249
7665,0.6210534
7699,0.028170243
7727,0.4492333
7731,0.3884702
7733,0.8909873
7751,0.897784
7769,0.03599417
7836,0.22595432
7870,0.019589454
7904,0.04267271
7916,0.9027949
7918,0.3091628
7922,0.85699016
7958,0.041420005
7962,0.6279361
7966,0.23251367
7968,0.88106096
7987,0.901559
8017,0.054743566
8018,0.03451652
8043,0.65002733
8059,0.19034886
8065,0.56564647
8066,0.34406283
8074,0.49619734
8085,0.9028846
8106,0.6734405
8110,0.04497033
8121,0.038612127
8123,0.9023007
8141,0.015293874
8150,0.035169464
8167,0.3723597
8194,0.6430999
8205,0.92754215
8208,0.69648314
8218,0.058500193
8248,0.17346297
8256,0.017842358
8274,0.046701163
8275,0.05566387
8299,0.39627135
8301,0.0553141
8312,0.012681384
8326,0.037929047
8331,0.024301631
8346,0.041968834
8348,0.40046382
8368,0.031125993
8370,0.07615761
8375,0.03809861
8379,0.89051414
8380,0.8382736
8386,0.18587355
8398,0.39003938
8407,0.28526816
8425,0.027425734
8449,0.8188602
8452,0.90560156
8456,0.14460388
8459,0.6288333
8511,0.58267236
8529,0.040828608
8544,0.8782932
8550,0.051573228
8566,0.057012655
8570,0.90098774
8573,0.909222
8584,0.2555887
8669,0.028364416
8704,0.057044066
8710,0.026579568
8720,0.20281404
8752,0.0405003
8757,0.87169963
8778,0.4807294
8814,0.016198661
8821,0.03326322
8833,0.060639106
8837,0.3087756
8861,0.036517724
8862,0.11405843
8871,0.13530603
8875,0.043591607
8878,0.38212496
8897,0.21655679
8910,0.9256843
8918,0.030444682
8935,0.018675666
8937,0.117193386
8938,0.19708736
8944,0.7902141
8950,0.78732884
8951,0.8889176
8968,0.3180292
8980,0.76878756
8983,0.2689796
8986,0.8135554
8988,0.13383472
8991,0.20787251
8996,0.029084574
9004,0.23598167
9008,0.52462465
9010,0.06890823
9012,0.016277604
9013,0.22468318
9014,0.17297265
9016,0.82352585
9021,0.068211466
9042,0.22310895
9047,0.27483138
9051,0.06343624
9052,0.24325995
9053,0.047438525
9054,0.15134954
9055,0.59024954
9056,0.22162592
9067,0.022150032
9072,0.9069926
9074,0.03197224
9080,0.06293207
9083,0.1251194
9085,0.20187785
9086,0.044978656
9090,0.08645343
9091,0.06983255
9099,0.104119286
9108,0.25069126
9116,0.014896687
9117,0.5811649
9118,0.23465507
9126,0.78080744
9131,0.86017734
9132,0.02408262
9142,0.6468575
9144,0.54157984
9145,0.0643485
9156,0.24262139
9159,0.24509752
9164,0.18658352
9167,0.066908106
9174,0.21679737
9182,0.40596482
9185,0.12759607
9188,0.69633037
9189,0.07244386
9195,0.1044573
9203,0.50668275
9207,0.12764344
9209,0.1372602
9211,0.048513312
9213,0.33151957
9231,0.22037758
9234,0.5158107
9235,0.7668369
9241,0.3645138
9262,0.7280533
9265,0.0665505
9267,0.01928569
9270,0.36900064
9283,0.107107244
9293,0.13961615
9306,0.12378048
9307,0.8617005
9308,0.22893469
9316,0.07221758
9324,0.40439752
9337,0.558692
9348,0.034710065
9351,0.10203262
9360,0.8778393
9363,0.232463
9369,0.6340435
9371,0.33536875
9380,0.08635316
9390,0.03578683
9394,0.30891952
9400,0.104543954
9401,0.11096356
9404,0.051653862
9405,0.12906924
9409,0.038854107
9412,0.04345733
9416,0.029718637
9418,0.1337264
9424,0.02883333
9426,0.13702737
9436,0.21225841
9438,0.07406922
9441,0.3115945
9450,0.5361759
9475,0.08006565
9478,0.0499548
9480,0.079806544
9481,0.018564211
9484,0.09260357
9485,0.5640225
9498,0.3143334
9510,0.18793622
9512,0.64168155
9513,0.88003373
9518,0.0722641
9527,0.08905615
9528,0.8295493
9532,0.6325418
9536,0.12097068
9538,0.7578342
9541,0.05726546
9547,0.16008107
9548,0.048835054
9549,0.29787496
9555,0.47143257
9560,0.103032485
9570,0.018188318
9574,0.067554615
9580,0.14123584
9588,0.2171574
9591,0.028610284
9602,0.24231789
9604,0.06278857
9608,0.13960192
9618,0.103663206
9619,0.10576534
9620,0.04923491
9622,0.028869614
9626,0.148193
9628,0.37419027
9630,0.015342727
9633,0.14721017
9660,0.013511689
9662,0.072347164
9667,0.017011333
9668,0.80090207
9671,0.70103437
9672,0.5087564
9675,0.0160979
9679,0.4261161
9688,0.86649585
9695,0.89031786
9699,0.8906643
9716,0.83233565
9722,0.8275201
9723,0.105415575
9725,0.094590686
9727,0.033412468
9733,0.11198786
9734,0.2629931
9736,0.069833845
9740,0.2152204
9741,0.110956185
9751,0.081485026
9761,0.42011213
9767,0.04135505
9769,0.09340517
9771,0.82105243
9776,0.15163979
9782,0.11561783
9785,0.20478332
9797,0.8847152
9802,0.17267478
9805,0.26165295
9809,0.20822187
9812,0.12123282
9820,0.086338684
9832,0.08844026
9833,0.2575426
9836,0.13089116
9845,0.83483124
9847,0.028013315
9854,0.25549603
9860,0.69114804
9863,0.106245466
9878,0.0822117
9879,0.26038152
9887,0.21985167
9893,0.03688211
9904,0.6597583
9905,0.020849135
9909,0.08160339
9912,0.45359346
9913,0.033820935
9915,0.09293017
9920,0.6983568
9926,0.90813804
9928,0.88334954
9938,0.015629113
9939,0.44042718
9973,0.52186036
9978,0.17008111
9980,0.70490134
9983,0.1300251
9988,0.07746495
9999,0.8266397
10001,0.25629693
10008,0.10454372
10014,0.14084545
10021,0.65916497
10024,0.05218306
10026,0.55165064
10034,0.04176998
10038,0.01576291
10040,0.067177996
10048,0.15280631
10057,0.20519798
10065,0.109396435
10066,0.024891255
10071,0.045400754
10075,0.07928907
10082,0.03217207
10085,0.03328015
10086,0.83159494
10087,0.17799415
10097,0.07620727
10100,0.12725544
10104,0.09817911
10107,0.4414671
10108,0.09476425
10120,0.18443397
10121,0.5006466
10122,0.15008403
10123,0.76120186
10134,0.50592613
10135,0.8916479
10146,0.6058676
10153,0.09009359
10154,0.8959915
10155,0.052481644
10165,0.1095469
10166,0.06519336
10169,0.1995101
10172,0.0156737
10187,0.05353974
10190,0.107019976
10193,0.02261503
10194,0.2842108
10195,0.041446995
10199,0.07830132
10210,0.747388
10218,0.04062318
10219,0.04251415
10227,0.69313574
10229,0.10379599
10233,0.015999135
10243,0.3266803
10247,0.45244193
10248,0.33931324
10250,0.45819557
10252,0.44870186
10257,0.66590035
10258,0.75092405
10260,0.86849487
10261,0.7911738
10262,0.07835172
10268,0.34914008
10269,0.386324
10272,0.8994175
10275,0.040632516
10277,0.043848332
10284,0.32028908
10285,0.30059084
10296,0.04479779
10322,0.053200953
10323,0.040258165
10325,0.031073723
10328,0.040729407
10331,0.12975317
10342,0.25177366
10346,0.8969565
10347,0.8504206
10354,0.098360464
10355,0.6295893
10357,0.09762377
10358,0.19132186
10362,0.066414535
10373,0.17095938
10380,0.09372216
10386,0.076511055
10388,0.027366953
10393,0.21463515
10405,0.10513359
10406,0.048328377
10411,0.16881387
10413,0.022376185
10415,0.88364416
10419,0.24297178
10424,0.84281695
10432,0.08644553
10438,0.02018829
10439,0.14221796
10444,0.071245104
10447,0.033649866
10456,0.033937294
10459,0.6475593
10463,0.88466036
10466,0.35178846
10467,0.43730706
10470,0.5366678
10474,0.16118316
10479,0.04850761
10481,0.013643358
10482,0.07463707
10489,0.2387509
10501,0.09000776
10516,0.105489835
10519,0.89737767
10522,0.05384382
10523,0.046351533
10524,0.13759474
10526,0.6944212
10532,0.031505898
10533,0.22127107
10534,0.80713445
10537,0.038750965
10538,0.57089114
10563,0.033986144
10565,0.19828391
10569,0.055330046
10570,0.090474606
10572,0.039226007
10577,0.04358978
10579,0.8931785
10582,0.020099828
10586,0.6500548
10594,0.2001476
10610,0.04828246
10612,0.82942075
10614,0.034653373
10618,0.11451928
10623,0.07226921
10624,0.3488962
10633,0.02831104
10637,0.058598258
10641,0.019940866
10648,0.740476
10655,0.08646935
10658,0.2570039
10660,0.15568206
10677,0.06429631
10686,0.49872762
10691,0.05471201
10693,0.016908422
10694,0.04277333
10695,0.19175889
10698,0.02910993
10707,0.4888876
10711,0.08820151
10722,0.19841859
10723,0.018948257
10740,0.26122963
10745,0.22247745
10747,0.6970056
10755,0.02495565
10762,0.31090426
10773,0.6261066
10784,0.083114624
10785,0.12305986
10786,0.07590367
10791,0.7375546
10798,0.019123198
10803,0.44465283
10806,0.020463845
10812,0.33058625
10815,0.2821257
10816,0.015443429
10822,0.7400105
10824,0.20481004
10825,0.04259257
10832,0.035249863
10839,0.6854236
10841,0.8450141
10842,0.12574586
10843,0.1032708
10844,0.8899351
10848,0.11240466
10850,0.027632512
10855,0.096685424
10863,0.03180809
10864,0.11940879
10865,0.63496053
10866,0.06335357
10871,0.08934948
10872,0.8883157
10873,0.05979673
10879,0.10227324
10883,0.07840097
10886,0.79247916
10891,0.787485
10894,0.71601146
10895,0.07356914
10905,0.04343889
10914,0.04953576
10915,0.50328517
10917,0.1169706
10929,0.28036645
10934,0.5567711
10946,0.07938955
10950,0.8801105
10961,0.6056462
10963,0.03129807
10965,0.10890781
10966,0.031947933
10986,0.7005732
10997,0.14225979
11005,0.031121239
11009,0.73686785
11012,0.8535877
11016,0.86823934
11023,0.16671458
11025,0.3280736
11031,0.033683077
11032,0.6552144
11033,0.093774945
11048,0.64685154
11050,0.4110764
11054,0.084601864
11057,0.86934006
11061,0.051933438
11074,0.030092854
11081,0.10127282
11083,0.01670647
11090,0.017754596
11092,0.06745642
11093,0.03350801
11111,0.88781095
11114,0.07873335
11118,0.0729264
11132,0.12186839
11143,0.017693248
11144,0.03922738
11146,0.041944824
11152,0.04966693
11153,0.01431738
11161,0.03456413
11167,0.07915894
11177,0.2813033
11178,0.07473508
11181,0.5009001
11197,0.11729278
11199,0.044585064
11201,0.08548042
11203,0.13692191
11206,0.3144535
11209,0.14659433
11217,0.031379953
11219,0.040285155
11227,0.21847978
11228,0.8602204
11238,0.422774
11239,0.08562974
11250,0.48883957
11265,0.09882944
11276,0.061240368
11282,0.023377204
11284,0.07558589
11286,0.8794022
11299,0.40515867
11302,0.15423007
11304,0.22572637
11312,0.079644516
11313,0.11492519
11326,0.10746937
11327,0.77911353
11333,0.7805935
11336,0.056867644
11343,0.3778807
11345,0.13642961
11349,0.09933363
11350,0.022993198
11355,0.89471596
11356,0.8446702
11357,0.086749926
11362,0.12183429
11366,0.24189273
11367,0.029546563
11388,0.072282985
11389,0.063813776
11403,0.18036081
11413,0.06545604
11418,0.21818545
11421,0.2226886
11422,0.06165852
11423,0.030879688
11424,0.058831524
11425,0.26228762
11427,0.073124275
11430,0.111329556
11435,0.090046056
11437,0.13842228
11442,0.28390178
11447,0.35255054
11452,0.017776627
11456,0.80425596
11461,0.052422196
11470,0.10016597
11473,0.5952665
11474,0.36008272
11481,0.13322848
11492,0.07244991
11505,0.87729275
11521,0.71151096
11527,0.8939534
11533,0.15451926
11534,0.06384726
11548,0.121653005
11553,0.8875523
11557,0.22943065
11569,0.1000408
11586,0.018255683
11600,0.017991496
11605,0.4216776
11607,0.32948738
11617,0.07481439
11619,0.27257553
11629,0.14933796
11631,0.124995515
11637,0.9061103
11647,0.77438444
11659,0.65568554
11661,0.0908253
11663,0.03883355
11683,0.035462122
11686,0.048410926
11688,0.37249446
11694,0.051302783
11702,0.06524629
11707,0.20957564
11708,0.3771909
11719,0.15568832
11722,0.6465944
11728,0.9042191
11731,0.4727897
11737,0.73382896
11742,0.8923283
11754,0.013845718
11757,0.9220164
11759,0.12482806
11764,0.13012013
11769,0.046518054
11773,0.031403195
11778,0.028484467
11783,0.054443717
11788,0.0503001
11793,0.08034031
11795,0.050702795
11800,0.89095986
11803,0.04111021
11805,0.32943282
11810,0.90427107
11817,0.0482098
11834,0.17160295
11838,0.11374095
11840,0.019688841
11849,0.90211415
11850,0.8973467
11859,0.711045
11860,0.29433322
11865,0.63329244
11868,0.061595816
11877,0.17014675
11886,0.9085227
11888,0.3790902
11891,0.29664308
11896,0.37401903
11898,0.027815005
11908,0.21621168
11911,0.22836037
11912,0.17565443
11927,0.7607087
11928,0.56104827
11931,0.22754179
11933,0.07650788
11934,0.014855791
11938,0.07903423
11943,0.08887564
11951,0.015271271
11962,0.21378554
11972,0.055572752
11974,0.11426917
11977,0.7228336
11982,0.038464516
11987,0.8125669
11990,0.15552408
11994,0.11992466
11998,0.30624726
12002,0.09028635
12005,0.8342004
12012,0.9264883
12015,0.023007164
12018,0.027200723
12019,0.048597205
12020,0.87831676
12023,0.08073485
12032,0.20317441
12034,0.07213914
12060,0.17609282
12063,0.044991612
12068,0.04070926
12075,0.33089232
12080,0.06729306
12082,0.8520799
12091,0.050203193
12093,0.23927039
12096,0.24436665
12098,0.4154524
12099,0.031656183
12100,0.18964085
12102,0.07986586
12112,0.016045861
12114,0.101489544
12118,0.92150074
12125,0.90507853
12132,0.20263325
12137,0.08244463
12143,0.045143478
12144,0.0959038
12147,0.04442577
12148,0.08423326
12150,0.21865088
12152,0.54558
12155,0.8345561
12161,0.023161255
12163,0.357916
12165,0.16360006
12168,0.088921994
12172,0.8439694
12174,0.8533301
12176,0.061897084
12177,0.026647985
12180,0.050430298
12183,0.085316524
12190,0.13880196
12198,0.015037561
12199,0.70581627
12200,0.22012238
12204,0.22047618
12209,0.84457666
12210,0.62398356
12220,0.015379464
12225,0.17414217
12228,0.30868208
12229,0.49958265
12238,0.88617647
12249,0.9060593
12255,0.8922414
12258,0.8316385
12265,0.20986098
12273,0.04785711
12280,0.049903043
12292,0.85602623
12299,0.018261857
12302,0.040460505
12307,0.030606894
12311,0.08767837
12322,0.046450295
12336,0.29772913
12344,0.8895552
12348,0.72651696
12349,0.039720897
12358,0.1199054
12360,0.89553344
12366,0.10904956
12370,0.17127693
12374,0.016284635
12375,0.22195092
12376,0.022297112
12382,0.8871396
12392,0.04559134
12396,0.16599858
12397,0.118781656
12403,0.8576744
12408,0.051277876
12420,0.05673063
12423,0.69061065
12425,0.15435256
12438,0.22417001
12442,0.2351294
12445,0.86403865
12446,0.077550605
12449,0.031225555
12454,0.88044506
12457,0.035192646
12467,0.8916445
12472,0.32521597
12477,0.81110746
12487,0.31017968
12488,0.39229763
12491,0.19012442
12495,0.089976676
12496,0.3092782
12497,0.28483486
12506,0.060463812
12510,0.21144983
12521,0.057904296
12522,0.01854563
12537,0.9080317
12548,0.21051279
12562,0.028833643
12566,0.10045707
12578,0.17160237
12581,0.073036924
12583,0.6790978
12592,0.032323945
12593,0.19299677
12596,0.45310286
12598,0.116006285
12608,0.027570395
12610,0.53384846
12611,0.10011257
12612,0.76936734
12620,0.86970085
12623,0.90872145
12630,0.7703593
12635,0.045429587
12636,0.23044902
12643,0.123245165
12645,0.13756698
12673,0.82951474
12675,0.2372188
12678,0.364956
12681,0.7621238
12686,0.02366276
12692,0.034028903
12695,0.9169118
12705,0.08213583
12709,0.040461794
12711,0.20434833
12712,0.045821253
12713,0.39959702
12717,0.056372844
12718,0.6565146
12726,0.13358685
12728,0.7469559
12732,0.18086128
12734,0.061198667
12740,0.39536706
12751,0.5868759
12755,0.014243396
12758,0.6318795
12764,0.017022278
12765,0.05090444
12766,0.53479874
12768,0.66225505
12773,0.29186696
12784,0.014564451
12785,0.047759935
12791,0.109134
12792,0.12778741
12793,0.042877335
12794,0.02675876
12796,0.7498934
12799,0.8387647
12800,0.21386749
12802,0.9000261
12803,0.592985
12804,0.05908999
12814,0.8470476
12821,0.079006046
12826,0.017183945
12832,0.04473724
12839,0.029119125
12841,0.04967646
12853,0.04167548
12854,0.02619759
12856,0.2048274
12858,0.055362944
12866,0.08656272
12870,0.11918567
12878,0.061073788
12884,0.78826153
12888,0.06546797
12889,0.12453282
12890,0.5272726
12899,0.026808776
12902,0.025211906
12913,0.3650567
12920,0.107184425
12922,0.75350845
12923,0.12261034
12929,0.06313461
12932,0.5748383
12940,0.15514953
12941,0.8538047
12955,0.064487025
12956,0.18252969
12962,0.053124893
12974,0.029018309
12987,0.06702188
12988,0.10205097
12992,0.03037757
12999,0.8576568
13012,0.55244815
13016,0.05684617
13020,0.6868977
13023,0.790513
13025,0.058951106
13029,0.020859301
13030,0.084429584
13031,0.9089629
13034,0.13794763
13042,0.12326647
13045,0.015000198
13053,0.8320671
13057,0.52788174
13059,0.097704574
13060,0.53726506
13067,0.07263224
13074,0.08114532
13078,0.022009498
13079,0.55932015
13085,0.11229653
13086,0.048303798
13089,0.03054811
13090,0.15936378
13099,0.06422953
13108,0.5940386
13110,0.0152735375
13116,0.015014076
13120,0.14864531
13127,0.033624724
13128,0.033189572
13129,0.14220014
13130,0.05631692
13137,0.015020562
13147,0.088818096
13153,0.013705204
13158,0.13641985
13165,0.03836851
13173,0.16821268
13178,0.06812296
13179,0.18123825
13192,0.57992923
13196,0.06465503
13202,0.111199275
13207,0.47294277
13210,0.06112955
13217,0.097347535
13222,0.43947074
13227,0.1630679
13234,0.55983883
13241,0.08672118
